sample,_study,EIF4A1,EIF4E,EIF4G1,EIF4EBP1,RPS6KB1,MYC,_sample_type,primary disease or tissue,OS,OS.time
TCGA-DX-AB2W-01,TCGA,15.8912,9.9982,13.8543,13.4403,8.9596,10.7411,Primary Tumor,Sarcoma,0,3238
TCGA-2G-AAKG-01,TCGA,15.8875,11.4145,14.8807,12.71,10.2294,11.238,Primary Tumor,Testicular Germ Cell Tumor,0,6598
TCGA-2G-AAGK-01,TCGA,15.8802,11.4574,15.1086,11.4308,10.7342,10.1977,Primary Tumor,Testicular Germ Cell Tumor,0,3621
TCGA-55-8094-01,TCGA,15.8793,11.1278,13.7552,11.8941,11.5674,9.7835,Primary Tumor,Lung Adenocarcinoma,0,541
TCGA-FW-A3TU-06,TCGA,15.8789,7.5324,15.0316,12.0248,8.1432,10.9652,Metastatic,Skin Cutaneous Melanoma,1,1691
TCGA-FU-A3HZ-01,TCGA,15.877,12.5276,14.3922,11.9071,10.6342,11.6895,Primary Tumor,Cervical & Endocervical Cancer,0,1103
TCGA-CV-A6JZ-01,TCGA,15.8758,11.3871,15.4345,11.224,10.7162,13.92,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,714
TCGA-90-7769-01,TCGA,15.8692,11.5194,15.5446,11.9786,10.9321,13.5401,Primary Tumor,Lung Squamous Cell Carcinoma,0,358
TCGA-2G-AAHL-01,TCGA,15.8684,10.9296,13.2945,11.755,9.984,8.9817,Primary Tumor,Testicular Germ Cell Tumor,0,7081
TCGA-CN-6997-01,TCGA,15.8631,11.4179,15.7869,11.2291,10.9874,13.8977,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,988
TCGA-VD-A8KL-01,TCGA,15.8608,8.4481,14.0151,12.4044,8.5245,13.1708,Primary Tumor,Uveal Melanoma,0,638
TCGA-DX-A3M2-01,TCGA,15.8558,10.3416,12.6793,12.5353,9.4529,10.2362,Primary Tumor,Sarcoma,0,1055
TCGA-CQ-6219-01,TCGA,15.8475,11.6393,14.6077,10.4296,10.2065,12.3814,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,479
TCGA-2G-AALF-01,TCGA,15.846,11.0573,14.7685,12.3934,9.5239,6.8667,Primary Tumor,Testicular Germ Cell Tumor,,
TCGA-2G-AAKM-01,TCGA,15.8458,11.3994,14.6045,11.436,10.6446,10.4663,Primary Tumor,Testicular Germ Cell Tumor,1,6972
TCGA-EO-A22X-01,TCGA,15.8427,11.7124,14.2163,12.6223,10.137,11.8386,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,1752
TCGA-Q1-A5R3-01,TCGA,15.8417,9.2985,14.0566,12.9109,9.8628,10.7762,Primary Tumor,Cervical & Endocervical Cancer,0,485
TCGA-G8-6325-01,TCGA,15.8388,10.8045,14.0959,11.7257,9.4033,11.5112,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,1581
TCGA-34-5241-01,TCGA,15.8349,11.6412,13.8454,12.9378,9.977,11.5716,Primary Tumor,Lung Squamous Cell Carcinoma,1,515
TCGA-FJ-A871-01,TCGA,15.8312,11.6324,14.5275,12.2486,10.0499,12.5446,Primary Tumor,Bladder Urothelial Carcinoma,1,272
TCGA-M7-A722-01,TCGA,15.818,10.6435,13.6673,8.0102,9.883,11.9389,Primary Tumor,Prostate Adenocarcinoma,0,1060
TCGA-FF-8061-01,TCGA,15.8152,11.268,13.6651,10.512,9.5635,11.2306,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,832
TCGA-GU-A763-01,TCGA,15.8134,10.4611,13.7259,11.7502,10.0375,11.4881,Primary Tumor,Bladder Urothelial Carcinoma,0,997
TCGA-GN-A4U7-06,TCGA,15.8119,10.8141,14.3568,13.0895,9.4065,12.895,Metastatic,Skin Cutaneous Melanoma,1,317
TCGA-VS-A953-01,TCGA,15.8106,11.6725,14.7091,11.9699,10.2263,14.8059,Primary Tumor,Cervical & Endocervical Cancer,1,477
TCGA-YC-A9TC-01,TCGA,15.8078,11.6543,14.4747,11.6603,9.8805,13.0389,Primary Tumor,Bladder Urothelial Carcinoma,1,20
TCGA-BP-4983-01,TCGA,15.8076,11.4925,14.4472,10.6538,10.5815,12.756,Primary Tumor,Kidney Clear Cell Carcinoma,0,1413
TCGA-2G-AAFO-01,TCGA,15.8051,10.785,14.2443,11.6756,10.1823,10.8107,Primary Tumor,Testicular Germ Cell Tumor,0,685
TCGA-VQ-A8P5-01,TCGA,15.8024,12.3083,16.46,12.859,12.1401,14.2384,Primary Tumor,Stomach Adenocarcinoma,1,235
TCGA-GF-A769-01,TCGA,15.7986,11.3456,13.6698,13.4865,10.9537,12.6913,Primary Tumor,Skin Cutaneous Melanoma,1,1070
TCGA-BB-A6UO-01,TCGA,15.794,11.5769,14.5049,11.7876,10.393,12.949,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,268
TCGA-DD-AADN-01,TCGA,15.7936,10.2361,13.4576,11.3138,9.1846,10.8959,Primary Tumor,Liver Hepatocellular Carcinoma,0,898
TCGA-2G-AAGW-01,TCGA,15.7934,11.4298,14.8653,12.1233,10.0306,10.2895,Primary Tumor,Testicular Germ Cell Tumor,0,4899
TCGA-CV-5432-01,TCGA,15.7881,10.9834,14.75,11.5279,9.8056,11.9601,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,3930
TCGA-D3-A5GL-06,TCGA,15.7853,11.4192,13.7898,11.7815,9.8157,11.056,Metastatic,Skin Cutaneous Melanoma,0,3826
TCGA-64-1677-01,TCGA,15.7849,11.5374,13.0494,11.1699,10.1326,11.6156,Primary Tumor,Lung Adenocarcinoma,1,628
TCGA-DK-A3WW-01,TCGA,15.7836,12.303,14.0077,11.6459,10.5721,14.2604,Primary Tumor,Bladder Urothelial Carcinoma,0,633
TCGA-4A-A93X-01,TCGA,15.7829,10.5887,13.8503,9.3594,10.0303,12.1472,Primary Tumor,Kidney Papillary Cell Carcinoma,0,390
TCGA-EE-A17X-06,TCGA,15.7818,10.1748,15.2243,12.3541,9.1947,12.3681,Metastatic,Skin Cutaneous Melanoma,1,907
TCGA-AX-A3FS-01,TCGA,15.7808,12.2232,14.0088,11.24,10.7137,13.0203,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,7
TCGA-WC-AA9A-01,TCGA,15.7797,10.0578,12.8269,11.6158,9.9282,13.0044,Primary Tumor,Uveal Melanoma,1,453
TCGA-XE-AAO3-01,TCGA,15.7759,11.0301,14.3719,12.6925,10.3826,8.929,Primary Tumor,Testicular Germ Cell Tumor,0,2857
TCGA-CN-5366-01,TCGA,15.7722,11.2786,15.3086,11.2723,10.9072,12.9945,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,360
TCGA-CN-A642-01,TCGA,15.772,11.7291,14.4914,11.8211,10.2478,14.2379,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,82
TCGA-EE-A20F-06,TCGA,15.7705,11.8447,15.1635,11.5101,10.6126,13.5964,Metastatic,Skin Cutaneous Melanoma,0,2785
TCGA-CV-7418-01,TCGA,15.7667,11.4546,15.1348,11.9189,11.0802,13.9851,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,789
TCGA-2G-AAHG-01,TCGA,15.7662,10.8098,14.3137,10.5422,10.9032,10.9915,Primary Tumor,Testicular Germ Cell Tumor,0,1819
TCGA-2G-AAKH-01,TCGA,15.7659,11.5106,14.853,11.0796,10.8201,10.5752,Primary Tumor,Testicular Germ Cell Tumor,0,6862
TCGA-MJ-A850-01,TCGA,15.7646,11.2347,13.963,10.7015,10.6099,13.7796,Primary Tumor,Sarcoma,0,681
TCGA-FR-A3YO-06,TCGA,15.7626,9.4387,15.8695,13.9475,7.6076,12.1917,Metastatic,Skin Cutaneous Melanoma,0,
TCGA-2G-AAM2-01,TCGA,15.7586,11.5694,14.8689,11.9592,10.163,11.4654,Primary Tumor,Testicular Germ Cell Tumor,,
TCGA-CV-7446-01,TCGA,15.7575,12.5792,15.8641,9.8162,11.861,14.0136,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,1093
TCGA-D6-A6EP-01,TCGA,15.752,9.1213,14.0014,12.4096,9.6948,10.7772,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,424
TCGA-N6-A4VC-01,TCGA,15.7503,11.1682,14.5376,11.485,10.3902,10.3478,Primary Tumor,Uterine Carcinosarcoma,1,597
TCGA-A5-A2K5-01,TCGA,15.7485,10.1814,13.7741,11.8417,9.4754,9.5101,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,752
TCGA-79-5596-01,TCGA,15.7483,11.6469,16.1131,12.9743,10.8428,13.4463,Primary Tumor,Lung Squamous Cell Carcinoma,0,
TCGA-DI-A2QT-01,TCGA,15.746,11.2326,14.0052,10.3356,9.132,11.6525,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,1,377
TCGA-4K-AA1I-01,TCGA,15.7445,11.035,13.9682,10.6996,10.5406,10.0172,Primary Tumor,Testicular Germ Cell Tumor,0,3
TCGA-CV-6948-01,TCGA,15.7421,11.2835,15.1946,11.2142,11.1978,13.5554,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,1289
TCGA-2G-AAH0-01,TCGA,15.7383,11.1971,14.027,11.0301,10.746,10.2418,Primary Tumor,Testicular Germ Cell Tumor,0,5477
TCGA-24-1428-01,TCGA,15.7365,10.9337,14.9232,12.4777,9.8017,13.2554,Primary Tumor,Ovarian Serous Cystadenocarcinoma,0,529
TCGA-D3-A8GV-06,TCGA,15.7349,11.3301,14.5077,12.6498,9.4469,11.8422,Metastatic,Skin Cutaneous Melanoma,1,5101
TCGA-V4-A9F5-01,TCGA,15.7337,9.9931,13.4296,11.2326,8.7247,13.0323,Primary Tumor,Uveal Melanoma,0,203
TCGA-2J-AABP-01,TCGA,15.7315,10.9063,13.8143,10.6782,9.7265,12.1644,Primary Tumor,Pancreatic Adenocarcinoma,0,463
TCGA-C4-A0F7-01,TCGA,15.7282,11.3017,15.1577,12.6001,11.1163,13.5423,Primary Tumor,Bladder Urothelial Carcinoma,1,62
TCGA-73-4666-01,TCGA,15.7271,11.3217,14.8005,10.9341,10.7359,12.1308,Primary Tumor,Lung Adenocarcinoma,0,800
TCGA-H7-8501-01,TCGA,15.7258,12.0772,13.078,11.4618,10.0949,13.046,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,461
TCGA-TS-A8AS-01,TCGA,15.7254,11.6847,14.4714,9.1621,10.7091,13.8688,Primary Tumor,Mesothelioma,1,795
TCGA-QK-A8ZB-01,TCGA,15.7233,12.2784,14.9631,12.9316,11.1082,12.936,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,542
TCGA-BB-A5HY-01,TCGA,15.7186,11.6166,15.3639,11.3985,9.6468,13.9546,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,321
TCGA-WC-A88A-01,TCGA,15.7164,9.8154,13.7937,10.2575,8.7857,12.8822,Primary Tumor,Uveal Melanoma,1,82
TCGA-S6-A8JW-01,TCGA,15.7152,10.7103,14.2317,10.107,10.5933,8.7234,Primary Tumor,Testicular Germ Cell Tumor,0,698
TCGA-MQ-A4LM-01,TCGA,15.7147,11.0053,14.1306,12.4179,10.2099,12.1362,Primary Tumor,Mesothelioma,1,158
TCGA-JV-A5VF-01,TCGA,15.7127,11.1677,14.7874,12.8592,10.5011,13.1319,Primary Tumor,Sarcoma,1,32
TCGA-FC-A6HD-01,TCGA,15.711,11.4607,14.0694,11.9842,9.8601,12.3008,Primary Tumor,Prostate Adenocarcinoma,0,789
TCGA-RD-A7C1-01,TCGA,15.7097,11.4769,14.7906,14.0565,10.9742,13.7365,Primary Tumor,Stomach Adenocarcinoma,1,507
TCGA-09-2048-01,TCGA,15.7067,12.3864,13.5341,11.7513,10.9293,9.7971,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,138
TCGA-YU-A90Y-01,TCGA,15.7064,11.5613,14.7858,12.3014,10.5559,10.8968,Primary Tumor,Testicular Germ Cell Tumor,1,17
TCGA-C5-A1MF-01,TCGA,15.7023,10.6066,14.8917,13.4472,9.739,11.9276,Primary Tumor,Cervical & Endocervical Cancer,0,1617
TCGA-CG-5724-01,TCGA,15.7021,12.0294,14.8859,13.5682,11.0734,14.1072,Primary Tumor,Stomach Adenocarcinoma,1,366
TCGA-HD-A633-01,TCGA,15.7013,11.8741,14.8326,12.1978,10.6025,12.1596,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,421
TCGA-YD-A89C-06,TCGA,15.6998,11.2076,14.125,11.8849,9.8881,13.3713,Metastatic,Skin Cutaneous Melanoma,0,210
TCGA-G3-AAV6-01,TCGA,15.694,11.4096,13.5926,11.7076,10.1305,11.3172,Primary Tumor,Liver Hepatocellular Carcinoma,1,65
TCGA-D6-A6EM-01,TCGA,15.6933,10.7617,14.7675,12.4966,9.6071,11.9179,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,232
TCGA-B0-5109-01,TCGA,15.6907,10.5042,13.6364,11.5148,10.7871,11.1945,Primary Tumor,Kidney Clear Cell Carcinoma,1,587
TCGA-EB-A42Y-01,TCGA,15.6899,11.0444,14.1679,10.9388,9.7661,9.2578,Primary Tumor,Skin Cutaneous Melanoma,1,721
TCGA-FR-A728-01,TCGA,15.688,10.8229,14.3646,12.4043,10.2055,12.2144,Primary Tumor,Skin Cutaneous Melanoma,0,583
TCGA-50-5066-01,TCGA,15.6839,11.9843,11.7509,11.503,9.8881,11.6386,Primary Tumor,Lung Adenocarcinoma,0,1442
TCGA-2G-AAGO-01,TCGA,15.6832,11.8654,14.3144,10.8495,10.9346,10.6798,Primary Tumor,Testicular Germ Cell Tumor,0,4026
TCGA-D3-A3C6-06,TCGA,15.6831,11.7382,14.7527,12.4148,10.3736,12.3882,Metastatic,Skin Cutaneous Melanoma,1,1766
TCGA-AB-2975-03,TCGA,15.6826,11.3581,13.6268,10.0731,10.8587,14.2119,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,
TCGA-G8-6906-01,TCGA,15.6811,11.1898,13.6126,11.5235,9.6335,10.6517,Primary Tumor,Diffuse Large B-Cell Lymphoma,1,6425
TCGA-FS-A1ZC-06,TCGA,15.6782,11.5868,14.2233,13.4107,10.3828,11.4014,Metastatic,Skin Cutaneous Melanoma,1,10870
TCGA-FR-A2OS-01,TCGA,15.6781,11.8862,14.5983,10.9977,10.858,13.7528,Primary Tumor,Skin Cutaneous Melanoma,1,368
TCGA-LP-A7HU-01,TCGA,15.678,10.9946,14.1831,11.791,10.81,14.1124,Primary Tumor,Cervical & Endocervical Cancer,0,406
TCGA-13-1489-02,TCGA,15.676,10.7916,13.8787,12.4527,10.4778,11.8239,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,1,2553
TCGA-C5-A7UI-01,TCGA,15.6758,10.9148,14.1956,12.0034,10.096,12.7501,Primary Tumor,Cervical & Endocervical Cancer,1,2888
TCGA-2G-AAGZ-01,TCGA,15.6746,10.6067,14.5163,11.3226,10.3599,11.746,Primary Tumor,Testicular Germ Cell Tumor,0,5233
TCGA-EJ-7325-01,TCGA,15.6715,10.4878,13.91,11.5571,9.8295,11.5022,Primary Tumor,Prostate Adenocarcinoma,0,1070
TCGA-66-2765-01,TCGA,15.6704,10.696,14.1853,12.8004,9.8775,12.417,Primary Tumor,Lung Squamous Cell Carcinoma,0,61
TCGA-QQ-A5VC-01,TCGA,15.6688,11.5399,13.9203,12.4206,10.8252,10.6111,Primary Tumor,Sarcoma,0,1092
TCGA-2G-AAEX-01,TCGA,15.6655,10.7377,14.2382,11.0218,10.2478,10.7019,Primary Tumor,Testicular Germ Cell Tumor,0,1259
TCGA-BA-A6DA-01,TCGA,15.6625,11.2948,14.3329,14.6199,9.4787,12.6862,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,351
TCGA-IQ-A61E-01,TCGA,15.6621,11.8121,15.0417,10.4728,10.6009,13.4632,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1147
TCGA-CN-5365-01,TCGA,15.6603,11.186,15.3788,11.4993,10.4284,13.2307,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,351
TCGA-G8-6914-01,TCGA,15.6602,10.8958,13.6152,12.3499,9.5464,10.8018,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,5980
TCGA-WC-AA9E-01,TCGA,15.6595,9.2654,13.7634,11.8304,9.4433,14.1038,Primary Tumor,Uveal Melanoma,0,838
TCGA-2G-AAF8-01,TCGA,15.6577,11.2752,13.9661,11.7277,10.3542,9.9612,Primary Tumor,Testicular Germ Cell Tumor,0,3911
TCGA-GN-A263-01,TCGA,15.6554,11.2925,12.8558,11.1276,10.3417,11.3304,Primary Tumor,Skin Cutaneous Melanoma,1,467
TCGA-AN-A0AR-01,TCGA,15.6522,10.8758,14.5243,12.7363,9.2285,13.1481,Primary Tumor,Breast Invasive Carcinoma,0,10
TCGA-P3-A6T2-01,TCGA,15.6515,11.8569,14.5582,12.1354,10.7679,14.0006,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,2298
TCGA-DK-A2I6-01,TCGA,15.6514,11.1447,13.7852,12.8889,10.348,12.9495,Primary Tumor,Bladder Urothelial Carcinoma,0,2656
TCGA-CV-6962-01,TCGA,15.6514,11.1064,14.9803,12.4917,10.6506,13.6312,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,126
TCGA-CV-A6JE-01,TCGA,15.6497,10.7433,14.0399,13.7693,9.4705,12.8478,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,1075
TCGA-LK-A4O4-01,TCGA,15.6489,12.145,14.4058,9.0101,10.8612,12.9743,Primary Tumor,Mesothelioma,1,949
TCGA-AB-2910-03,TCGA,15.6487,11.3114,14.4904,11.0606,10.8797,12.6252,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,0
TCGA-YZ-A984-01,TCGA,15.6471,8.5515,14.2494,12.0575,8.6461,12.7913,Primary Tumor,Uveal Melanoma,1,1396
TCGA-FV-A4ZP-01,TCGA,15.6464,8.9351,13.8783,12.9693,9.325,9.9043,Primary Tumor,Liver Hepatocellular Carcinoma,1,2486
TCGA-CV-7432-01,TCGA,15.6443,11.7064,14.5397,11.933,10.0227,13.7499,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,2570
TCGA-F7-A50I-01,TCGA,15.6434,11.8756,14.2084,10.9774,10.5017,12.5717,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,92
TCGA-LK-A4O0-01,TCGA,15.643,10.6239,14.1767,10.4797,10.7617,11.7819,Primary Tumor,Mesothelioma,1,185
TCGA-55-6986-01,TCGA,15.6427,11.6045,14.3606,10.4049,10.5333,13.17,Primary Tumor,Lung Adenocarcinoma,0,3261
TCGA-ZB-A966-01,TCGA,15.6402,10.9676,14.4224,11.8422,10.3451,14.8648,Primary Tumor,Thymoma,1,379
TCGA-UF-A7JV-01,TCGA,15.6388,11.8317,14.8187,11.57,10.2843,13.0684,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,90
TCGA-13-0913-02,TCGA,15.6386,11.6571,11.1929,11.7754,10.1218,12.4705,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,0,3325
TCGA-VR-A8EY-01,TCGA,15.6378,10.9735,15.2856,12.9354,10.3487,14.2338,Primary Tumor,Esophageal Carcinoma,0,1025
TCGA-36-1580-01,TCGA,15.6376,10.7714,14.2707,10.4949,10.3417,11.8912,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,737
TCGA-V4-A9ET-01,TCGA,15.6376,8.4201,15.107,12.1487,8.6434,13.6794,Primary Tumor,Uveal Melanoma,0,1362
TCGA-AB-2810-03,TCGA,15.6375,10.856,13.8144,11.2754,10.1709,10.9487,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,31
TCGA-43-6770-01,TCGA,15.6371,10.9991,16.0932,12.1071,10.6196,12.4278,Primary Tumor,Lung Squamous Cell Carcinoma,0,653
TCGA-D3-A1Q1-06,TCGA,15.6368,10.2645,14.4898,10.5205,10.3628,13.9723,Metastatic,Skin Cutaneous Melanoma,1,504
TCGA-2G-AAFE-01,TCGA,15.6362,11.0614,14.6913,11.788,10.3444,8.665,Primary Tumor,Testicular Germ Cell Tumor,0,4702
TCGA-EE-A17Y-06,TCGA,15.6358,11.3459,13.8099,12.687,10.3529,13.0547,Metastatic,Skin Cutaneous Melanoma,1,828
TCGA-HD-7917-01,TCGA,15.635,11.8986,14.9708,11.4821,10.877,13.9821,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,836
TCGA-CV-6961-11,TCGA,15.6318,12.1261,14.608,10.7727,10.6209,13.5974,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,1,76
TCGA-AB-2925-03,TCGA,15.6306,10.8713,14.3783,10.3652,10.4612,11.6923,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,243
TCGA-F7-A620-01,TCGA,15.6283,11.6949,14.613,10.9943,9.7104,12.9114,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,543
TCGA-QS-A8F1-01,TCGA,15.6272,10.6156,13.1111,15.0742,9.2532,8.8897,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,1,135
TCGA-FW-A3I3-06,TCGA,15.6248,11.4235,14.2652,12.351,10.7951,13.2683,Metastatic,Skin Cutaneous Melanoma,0,531
TCGA-M7-A724-01,TCGA,15.6245,11.0841,14.6439,11.1678,10.5097,14.5245,Primary Tumor,Prostate Adenocarcinoma,0,889
TCGA-FF-8042-01,TCGA,15.6226,10.6089,13.8062,12.3174,9.1541,11.9672,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,946
TCGA-XE-AAO4-01,TCGA,15.6191,10.5795,12.7247,11.1679,10.493,8.5598,Primary Tumor,Testicular Germ Cell Tumor,0,367
TCGA-V4-A9F8-01,TCGA,15.6165,8.0349,14.0793,11.9751,7.5063,13.4974,Primary Tumor,Uveal Melanoma,0,597
TCGA-EB-A5VU-01,TCGA,15.6153,11.6689,14.6837,11.1858,10.4384,13.4787,Primary Tumor,Skin Cutaneous Melanoma,1,321
TCGA-EB-A3XC-01,TCGA,15.615,10.5416,14.0805,11.6333,9.5572,12.4404,Primary Tumor,Skin Cutaneous Melanoma,0,650
TCGA-2G-AAKG-05,TCGA,15.6148,9.2957,12.6267,11.3664,9.0961,8.1162,Additional - New Primary,Testicular Germ Cell Tumor,0,6598
TCGA-EB-A3Y7-01,TCGA,15.6133,8.4021,15.1759,13.4011,7.8204,9.4982,Primary Tumor,Skin Cutaneous Melanoma,1,326
TCGA-BA-6869-01,TCGA,15.6095,11.8888,14.85,11.9718,10.2703,14.1318,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,644
TCGA-68-7756-01,TCGA,15.606,11.2621,15.0608,11.8188,10.5998,12.7696,Primary Tumor,Lung Squamous Cell Carcinoma,0,202
TCGA-EE-A20I-06,TCGA,15.6053,11.092,14.935,11.8332,9.6327,11.831,Metastatic,Skin Cutaneous Melanoma,1,412
TCGA-UF-A7JO-01,TCGA,15.6052,11.2396,14.8332,11.625,10.3047,12.5669,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,631
TCGA-10-0934-01,TCGA,15.6033,11.9174,14.722,13.2966,10.1168,12.5936,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,204
TCGA-AC-A2QH-01,TCGA,15.6022,11.8777,14.7579,9.99174,11.4606,12.4712,Primary Tumor,Breast Invasive Carcinoma,0,1005
TCGA-AB-3002-03,TCGA,15.5997,11.5203,14.4277,10.226,11.0312,11.8604,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,1431
TCGA-XK-AAIW-01,TCGA,15.5995,11.5531,14.6914,10.413,10.6787,12.5826,Primary Tumor,Prostate Adenocarcinoma,0,1218
TCGA-N9-A4Q7-01,TCGA,15.5952,10.6406,13.8765,12.0321,9.8503,12.8698,Primary Tumor,Uterine Carcinosarcoma,0,604
TCGA-FF-8062-01,TCGA,15.5942,11.3294,13.4656,10.8616,9.5979,11.2861,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,679
TCGA-ER-A2ND-06,TCGA,15.591,11.1966,13.7995,11.6127,9.5422,12.2515,Metastatic,Skin Cutaneous Melanoma,1,710
TCGA-V4-A9EF-01,TCGA,15.5908,9.4998,13.5722,11.2921,8.5431,13.7397,Primary Tumor,Uveal Melanoma,0,1165
TCGA-2G-AAGY-05,TCGA,15.5907,11.1793,15.0022,9.9294,10.7796,9.393,Additional - New Primary,Testicular Germ Cell Tumor,0,5329
TCGA-GS-A9TT-01,TCGA,15.5899,11.7867,14.53,9.9571,10.8082,12.9439,Primary Tumor,Diffuse Large B-Cell Lymphoma,0,1163
TCGA-AB-2856-03,TCGA,15.5879,10.8132,14.2267,10.7697,10.0995,13.161,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,150
TCGA-AB-2861-03,TCGA,15.5866,11.3862,14.2172,11.2709,10.9003,10.7357,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,0
TCGA-B0-4698-01,TCGA,15.5863,11.4156,13.8447,11.6566,10.804,13.5235,Primary Tumor,Kidney Clear Cell Carcinoma,1,42
TCGA-QK-A6VB-01,TCGA,15.5861,11.3594,14.5339,10.8295,10.6616,13.6416,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,641
TCGA-LA-A7SW-01,TCGA,15.5844,11.5304,15.6573,11.2946,10.3217,12.0675,Primary Tumor,Lung Squamous Cell Carcinoma,1,408
TCGA-EB-A4OY-01,TCGA,15.5838,9.0393,14.9579,12.958,8.7159,13.1101,Primary Tumor,Skin Cutaneous Melanoma,0,977
TCGA-TS-A7PB-01,TCGA,15.5799,11.1647,14.0486,11.4854,10.3769,13.7279,Primary Tumor,Mesothelioma,1,982
TCGA-AJ-A3EM-01,TCGA,15.5796,11.5588,14.6855,12.561,9.2978,12.328,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,677
TCGA-2G-AAHN-01,TCGA,15.5781,10.8456,13.6729,10.6796,9.4922,9.6241,Primary Tumor,Testicular Germ Cell Tumor,0,6445
TCGA-WZ-A7V3-01,TCGA,15.5778,11.0119,15.6143,10.2007,10.585,10.4066,Primary Tumor,Testicular Germ Cell Tumor,0,753
TCGA-AR-A0TQ-01,TCGA,15.5768,11.7209,14.0296,10.4643,13.6295,12.3513,Primary Tumor,Breast Invasive Carcinoma,0,2991
TCGA-AB-2811-03,TCGA,15.5738,11.1632,13.1854,11.5486,10.879,10.4895,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,243
TCGA-HC-A6AO-01,TCGA,15.5731,11.3695,14.274,11.161,9.9423,11.4303,Primary Tumor,Prostate Adenocarcinoma,0,530
TCGA-D6-A6EK-01,TCGA,15.5705,11.3281,14.2956,12.6414,9.5943,11.5493,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,875
TCGA-CV-7235-01,TCGA,15.5704,11.2206,15.0216,10.9396,10.0282,14.1787,Primary Tumor,Head & Neck Squamous Cell Carcinoma,0,2347
TCGA-2G-AALN-01,TCGA,15.5703,10.9088,14.4878,11.9876,10.0668,10.7745,Primary Tumor,Testicular Germ Cell Tumor,,
TCGA-ZC-AAAH-01,TCGA,15.5675,10.8647,12.6277,10.7757,10.0151,10.9246,Primary Tumor,Thymoma,0,497
TCGA-AB-2832-03,TCGA,15.5669,10.9355,14.0348,9.1816,10.2955,11.952,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,1,365
TCGA-D1-A3DH-01,TCGA,15.5654,10.3086,14.8437,9.225,9.0265,11.6541,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,0,573
